0,1,2,3,4
This is a great locomotive for kids - top speed is ridiculously fast ... ,5.0, 4 April 2015 ," By
    
    James P. Spaldin
  
 on 4 April 2015 ", German Model Train Company in Budget Loco Shocker!Who would have thought it ?This is a great locomotive for kids - top speed is ridiculously fast - but then it is about play value and fun!Running quality is excellent and finish is neat; also nice packagePiko my train puts Hornby 'Railroad' in the shade
Easy to install ,5.0, 21 May 2015 ," By
    
    Danny from Kent
  
 on 21 May 2015 "," Easy to install, either by slotting directly into OO gauge track or by joining wires to holes in the base plate of the signal. Easy to set-up, just assign 2x 2 digit accessory addresses from your DCC controller ( Each signal head is commanded independently ) and its ready to use. Full instructions included along with a ladder & sign plate to add even more realism if you so wish.  I have the Hornby E-link & Railmaster system and these work perfectly with it. Other types of signal are also available with single heads, distant & Home types. The real benefit of these signals is that because they are wire-free you can move them on your lay-out quickly if you change your mind or layout, so worth the extra cost compared with regular signals. plus they are LED for a long life. "
Five Stars ,5.0, 3 Aug. 2014 ," By
    
    D. Piffer
  
 on 3 Aug. 2014 ", yes would recommend it and according to the recipient's wish buy it again perhaps another model
Great engine. ,5.0, 14 Jan. 2015 ," By
    
    snowy
  
 on 14 Jan. 2015 "," Lovely little engine, my son loves it, goes very well, he is chuffed to bits with it. Swift delivery before estimated date of arrival. Great value for money. "
hornby pennine express train set ,5.0, 19 Oct. 2013 ," By
    
    karen
  
 on 19 Oct. 2013 "," My son will love this. I,me very pleased with it, it looks fab. I also bought the extension pack B to go with it. I know i wont see my son all day  on christmas day "
uncoupling ramp ,5.0, 9 Aug. 2010 ," By
    
    N. Wright
  
 on 9 Aug. 2010 "," it is a hornby uncoupling ramp.took a few sessions to master shunting, but all good fun in the endi recommend to you stick one of these at the beginning of sidings, or near to junctions for convenience "
Seuthe product ,5.0, 2 Mar. 2014 ," By
    
    Alan Higham
  
 on 2 Mar. 2014 ", Just the job. Reasonable & quick delivery. Thank you for the quick service. Got no more to say. Why do I have to add to my first comment? it's a waste of time 
Five Stars ,5.0, 17 Nov. 2015 ," By
    
    Nigel Kershaw
  
 on 17 Nov. 2015 ", Fab items !
Dapol Track Cleaning Wagon ,5.0, 18 Feb. 2013 ," By
    
    GARY SHORT
  
 on 18 Feb. 2013 ", the cleaning wagon did everything I required it to do much better than I expected it hovered a lot of fluff & dust 
"Excellent small starter trainset, with a pretty cool crane. More to play with than just a small set of trucks or coaches. Fun ",5.0, 8 Oct. 2015 ," By
    
    J. Whitehouse
  
 on 8 Oct. 2015 "," Good little train set, something different to the normal with having a crane.The crane is the normal Hornby Breakdown crane, which you can get in a 'steam era' rusty colour or modern painted yellow.  This one is red with a British Rail symbol on the side (like from the 1980s). Of course, that doesn't match with steam train (a few decades out!); but this being a beginners train set that won't matter most young children (just be careful if your recipient is very clued up on these things!). The crane is weighted so it won't tip over when used to lift derailled trucks and wagons.  Add on winders are plugged in to operate the hook and crane height. Excellent pulley mechanism for raising the crane arm.The train has a plain colour scheme, like a general shunting train, as if it were one of many of the same kind. Almost gave it 4 stars because of this, but it's low priced so it stays at 5.The controller, track, wagon are all the usual good Hornby quality.Excellent small starter trainset, especially if you want to do more than just watch a train go round and round..... "
but now working well and a great item. ,5.0, 22 Nov. 2015 ," By
    
    J. Darnbrough
  
 on 22 Nov. 2015 "," Took a little time to work out the instructions which were in Japanese, but now working well and a great item."
Five Stars ,5.0, 25 Mar. 2015 ," By
    
    D L Wakefield
  
 on 25 Mar. 2015 ", This is an excellent signal kit. Simple to build and works very well
Top quality chassis ,5.0, 27 Aug. 2013 ," By
    
    Comical Engineer
  
TOP 1000 REVIEWER on 27 Aug. 2013 "," Kato - made in Japan. Top quality N-gauge chassis. Picks up on all 8 wheels, drives through 4 wheels on one bogie. This is useful as it's easy to shorten or lengthen the chassis to suit. I am using it under a 009 diesel kit and have had to shorten it by about 3mm to suit. This was quite easy and much easier than most 8 wheel drive chassis. The chassis itself is an excellent and smooth runner. Gaugemaster deliver well packaged and promptly. "
Piko at her best! ,5.0, 14 Oct. 2013 ," By
    
    Davaris Evangelos
  
 on 14 Oct. 2013 "," The  Mak G 1206 locomotives are my some of my favorites. These Piko locomotives I believe that are the best of all the company! Don't expect the high quality of Marklin or Trix Mak G 1206's but the ""Piko Expert"" locomotives of this class are wonderful. You can also make from simple DC to DCC or DCC Sound! Piko has found the ""right way"" for train modellbahn!!!"
Five Stars ,5.0, 28 Mar. 2015 ," By
    
    Nev
  
 on 28 Mar. 2015 ", Just what I was looking for
Really nice quality ,5.0, 30 Jun. 2013 ," By
    
    Serious Reviewer
  
 on 30 Jun. 2013 "," These are really nice quality HO coaches and lightweight too, so you can pull quite a number behind even the smallest loco.I bought several for branch line operation and they certainly add inpact to the layout."
Five Stars ,5.0, 30 Jun. 2015 ," By
    
    maung maung
  
 on 30 Jun. 2015 ", great
Five Stars ,5.0, 6 Dec. 2015 ," By
    
    edward wilkinson
  
 on 6 Dec. 2015 ", True to product discription 
... received this lovely train today and I am really happy with this purchase ,5.0, 24 Oct. 2015 ," By
    
    Scurry
  
 on 24 Oct. 2015 "," I received this lovely train today and I am really happy with this purchase. I am not a collector but this is a gift for my father in law and I am sure he is going to love it. It is really well packaged, comes in its corgi box. Inside this box is a hardened case and the train is secured in it. The attention to detail is fantastic. It is in perfect condition and I am sure that this will make a lovely addition to anyone's collection. I really like the stories behind these trains and choosing of the name. It arrived really well packaged and very fast,4 days early in fact.  Great buy. May turn me into a collector yet! "
Good Buy ,5.0, 30 Dec. 2014 ," By
    
    Mrs C
  
 on 30 Dec. 2014 ", Happy with this purchase for our 4 year old grandson who is trainset mad.
Excellent engine arrived a day earlier than expected ,5.0, 1 Nov. 2015 ," By
    
    davidms20050
  
 on 1 Nov. 2015 "," Excellent engine arrived a day earlier than expected, extremely well wrapped. New and about £10 less than the list price. Just had a test both ways on my layout, runs brilliantly- thanks guys. "
Five Stars ,5.0, 17 Dec. 2015 ," By
    
    Amazon Customer
  
 on 17 Dec. 2015 ", Arrived in good time. All good and works well. Son is very happy. Thank you.
So cheap but an excellent product. At this price any bulb failures experienced ... ,5.0, 14 Oct. 2014 ," By
    
    stupotmusic
  
 on 14 Oct. 2014 ", So cheap but an excellent product. At this price any bulb failures experienced after switch on are no problem - just re-order some more. Arrived on time and were well packed. I don't know how this level of authenticity can be available at such a low price. 
A very good model with only a few of shortcomings ,5.0, 8 Aug. 2014 ," By
    
    DAVE HORN
  
 on 8 Aug. 2014 "," These ex-LNER Gresley teak-bodied buffet cars, built in the 1930's, survived long enough to receive all three British Railways coach liveries, crimson and cream, maroon (in which this model is also currently available) and finally the blue and grey depicted here used from the mid-1960's.  I've given this one 5* as opposed to the maroon one's 4* as in my opinion it looks much better in this blue and grey livery.  The reviews are virtually the same apart from that rating.  Presumably they lasted so long as a new buffet car cost much more than a new ordinary coach to build. It's stated on the Net that the last one was withdrawn in 1977 from Western Region use as W9135E, whilst the one depicted here, E9131E, lasted only until 1974.This model is up to the usual standard of recent Hornby coaches and, whilst a scale person wouldn't fit into the gap between the seats and tables, you must peer in through the windows to appreciate the best interior detail. It's a lovely little bar/counter complete with chrome edging, an (empty) transparent sandwich display case, what looks like a chrome coffee-maker and one of those metal foot-rests running the length of the bar/counter complete with the little pegs that hold it above floor level. No stools though, presumably to encourage folks to buy the curly sandwiches, over-priced drinks and then bog off back to their seats leaving it clear for more punters to part with their hard-earned.There's also a representation of the hand-rails at the windows by the buffet bar/counter to hold onto going over the points at junctions (or after a few expensive tinnies (which is all they used to have (and still do as far as I'm aware) in the beers department.Read more › "
Excellent as far as I can test... ,5.0, 22 Jan. 2015 ," By
    
    Duncan Wilde
  
 on 22 Jan. 2015 "," My first venture into Hornby's new TTS system - I only have a basic Bachmann E-Z controller which can only provide functions 1 to 9 which work ok - I have no idea what functions 10 to 18 do - very frustrating.  All the mags have tested TTS so no need for me to comment - the chuff is too loud in my book, but otherwise I'm very pleased indeed with my purchase... "
